datasynthesis|datafacility|20211001131042|Aabed^E^Aaavile|20000410|M|8229 Albriney Pike^Holtsville^NY^00501^NY|201-691-9097|201-569-3939230-17-8828|61761180
datasynthesis|datafacility|20211001131043|Aabeda^E^A'Belle|20170520|F|1818 S Scouten Ave^Holtsville^NY^00544^NY|202-882-1855|202-569-3939185-79-7126|2553900
datasynthesis|datafacility|20211001131044|Aabedah^E^A'Bodjedi|19340818|F|0182 N Sheffield Way^Adjuntas^PR^00601^PR|203-470-8452|203-569-3939369-45-9287|47559164
datasynthesis|datafacility|20211001131044|Aabeen^E^A'Court|19690924|F|3769 W Riekena Street^Aguada^PR^00602^PR|205-188-5463|205-569-3939744-03-5510|0474369
datasynthesis|datafacility|20211001131044|Aabett^E^A'Court-Zingman|19610211|U|7357 Artemeshia Walk^Aguadilla^PR^00603^PR|206-308-5181|206-569-3939735-05-0859|76629936
datasynthesis|datafacility|20211001131044|Aabha^E^A'Hearn|19360326|F|5721 Draa Place^Aguadilla^PR^00604^PR|207-540-9994|207-569-3939320-28-2782|42373346
datasynthesis|datafacility|20211001131044|Aabhar^E^A'Vant-Colon|19610207|M|9309 Gidette Run^Aguadilla^PR^00605^PR|208-219-7489|208-569-3939846-51-1048|78107622
datasynthesis|datafacility|20211001131044|Aabid^E^A'Vant-Fowler|19920301|M|2898 E Fotheringham Lane^Maricao^PR^00606^PR|209-973-2906|209-569-3939407-96-9689|42275152
datasynthesis|datafacility|20211001131044|Aabidah^E^A-Akert|19560711|F|1261 S Barras Ave^Anasco^PR^00610^PR|210-666-4680|210-569-3939977-23-8810|35262887
datasynthesis|datafacility|20211001131044|Aabir^E^A-Haja|19561122|M|4849 W Hornack Court^Angeles^PR^00611^PR|212-449-7360|212-569-3939996-41-3869|4823069
datasynthesis|datafacility|20211001131044|Aabra^E^A-Rahim|19990224|F|3213 E Quimet Lane^Arecibo^PR^00612^PR|213-643-7953|213-569-3939880-75-7991|24915283
datasynthesis|datafacility|20211001131044|Aabriella^E^Aa'Yhona|19440416|F|6801 Porsheia Walk^Arecibo^PR^00613^PR|214-986-7752|214-569-3939389-20-3004|02943951
datasynthesis|datafacility|20211001131044|Aabu^E^Aab|19370423|M|0390 N Bg-alissa Way^Arecibo^PR^00614^PR|215-316-8600|215-569-3939212-64-6560|67165202
datasynthesis|datafacility|20211001131044|Aachal^E^Aabel|19600820|F|8752 Kauan Pike^Bajadero^PR^00616^PR|216-555-4120|216-569-3939725-13-4591|2074807
datasynthesis|datafacility|20211001131044|Aada^E^Aaberg|19640201|F|2341 S Houff Lane^Barceloneta^PR^00617^PR|217-477-2304|217-569-3939273-78-8938|0980018
datasynthesis|datafacility|20211001131044|Aadam^E^Aabida|19740510|M|5929 Annique Place^Boqueron^PR^00622^PR|218-747-1362|218-569-3939647-33-6490|6493557
datasynthesis|datafacility|20211001131044|Aadan^E^Aabo|19491117|M|4293 W Kah Street^Cabo Rojo^PR^00623^PR|219-871-1132|219-569-3939963-36-8057|4333304
datasynthesis|datafacility|20211001131044|Aadarsh^E^Aaboe|19730715|U|7881 Sylphanie Pike^Penuelas^PR^00624^PR|220-585-1751|220-569-3939060-03-3895|70337782
datasynthesis|datafacility|20211001131044|Aadaya^E^Aaby|20090203|F|6244 Shyenne Place^Camuy^PR^00627^PR|224-419-7179|224-569-3939153-82-1993|17207158
datasynthesis|datafacility|20211001131044|Aadee^E^Aach|19570923|F|9832 Jakya Run^Castaner^PR^00631^PR|225-832-3165|225-569-3939913-21-5635|52851422
datasynthesis|datafacility|20211001131044|Aadel^E^Aachen-Winans|19580921|M|3421 E Tarangelo Street^Rosario^PR^00636^PR|228-460-1213|228-569-3939831-37-0423|72698413
datasynthesis|datafacility|20211001131044|Aaden^E^Aachi|20050818|M|1785 S Lundholm Ave^Sabana Grande^PR^00637^PR|229-365-5444|229-569-3939542-86-2742|6938417
datasynthesis|datafacility|20211001131044|Aadesh^E^Aadalen|20140326|M|5373 Overkamp Court^Ciales^PR^00638^PR|231-212-3215|231-569-3939752-35-8522|73665117
datasynthesis|datafacility|20211001131044|Aadhar^E^Aadam|20051228|U|8960 Nakeidra Run^Utuado^PR^00641^PR|234-901-3243|234-569-3939785-11-6404|73842332
datasynthesis|datafacility|20211001131044|Aadhav^E^Aaden|19400114|M|7324 Shannera Walk^Dorado^PR^00646^PR|239-326-6641|239-569-3939622-13-3839|68001341
datasynthesis|datafacility|20211001131044|Aadhavan^E^Aadhya|19840402|M|0913 N Southwick Way^Ensenada^PR^00647^PR|240-634-5956|240-569-3939646-14-1802|79463906
datasynthesis|datafacility|20211001131044|Aadhavi^E^Aadil|20171006|U|9276 Trovonda Run^Florida^PR^00650^PR|248-734-9185|248-569-3939076-33-8949|2068122
datasynthesis|datafacility|20211001131044|Aadhi^E^Aaditya|19360130|M|2865 E Kupka Lane^Garrochales^PR^00652^PR|251-793-5782|251-569-3939232-04-0468|5305895
datasynthesis|datafacility|20211001131044|Aadhira^E^Aadland|19480417|F|6452 Pasty Place^Guanica^PR^00653^PR|252-905-1587|252-569-3939581-82-7233|16666160
datasynthesis|datafacility|20211001131044|Aadhiran^E^Aadland-Lassandro|19630306|M|4816 W Kleinwolterin Court^Guayanilla^PR^00656^PR|253-331-6671|253-569-3939410-24-3697|43948076
datasynthesis|datafacility|20211001131044|Aadhvik^E^Aadnes|19701017|M|8404 Camrii Pike^Hatillo^PR^00659^PR|254-852-4842|254-569-3939102-30-4348|7452704
datasynthesis|datafacility|20211001131044|Aadhvika^E^Aadvik|20160128|F|1993 S Neeson Ave^Hormigueros^PR^00660^PR|256-607-1950|256-569-3939093-89-7540|30532014
